Chorion,n.,"The outer membrane which invests the fetus in the womb; also, the similar membrane investing many ova at certain stages of development."
Chosen,p. p.,Selected from a number; picked out; choice.
Chrisom,n.,"A white cloth, anointed with chrism, or a white mantle thrown over a child when baptized or christened."
Christianizing,p. pr. vb. n.,of Christianize
Chromatophore,n.,"One of the granules of protoplasm, which in mass give color to the part of the plant containing them."
Chromosome,n.,One of the minute bodies into which the chromatin of the nucleus is resolved during mitotic cell division; the idant of Weismann.
Chronologist,n.,Alt. of Chronologer
Chrysopa,n.,A genus of neuropterous insects. See Lacewing.
Chuck,n.,A small pebble; -- called also chuckstone and chuckiestone.
Church,n.,A Jewish or heathen temple.
Churchy,a.,Relating to a church; unduly fond of church forms.
Chylifactive,a.,"Producing, or converting into, chyle; having the power to form chyle."
Cicatrisive,a.,Tending to promote the formation of a cicatrix; good for healing of a wound.
Ciderkin,n.,A kind of weak cider made by steeping the refuse pomace in water.
Cimeliarch,n.,A superintendent or keeper of a church's valuables; a churchwarden.
Cinematics,n. sing.,See Kinematics.
Cinque Ports,,"Five English ports, to which peculiar privileges were anciently accorded; -- viz., Hastings, Romney, Hythe, Dover, and Sandwich; afterwards increased by the addition of Winchelsea, Rye, and some minor places."
Circinate,v. t.,To make a circle around; to encompass.
Circuit,n.,Circumlocution.
Circulatory,a.,"Circular; as, a circulatory letter."
Circumesophageal,a.,Circumesophagal.
Circumfusile,a.,Capable of being poured or spread round.
Circumscribable,a.,Capable of being circumscribed.
Circumstantial,n.,"Something incidental to the main subject, but of less importance; opposed to an essential; -- generally in the plural; as, the circumstantials of religion."
Circuses,pl. ,of Circus
Cirrus,n.,"The jointed, leglike organs of Cirripedia. See Annelida, and Polychaeta."
Citator,n.,One who cites.
Citraconic,a.,"Pertaining to, derived from, or having certain characteristics of, citric and aconitic acids."
Civilian,n.,"One whose pursuits are those of civil life, not military or clerical."
Clacker,n.,"One who clacks; that which clacks; especially, the clapper of a mill."
Clammed,imp. & p. p.,of Clam
Clamp,n.,"Something rigid that holds fast or binds things together; a piece of wood or metal, used to hold two or more pieces together."
Clanking,p. pr. & vb. n.,of Clank
Clapper,n.,A person who claps.
Clarinet,n.,"A wind instrument, blown by a single reed, of richer and fuller tone than the oboe, which has a double reed. It is the leading instrument in a military band."
Class,n.,"A group of individuals ranked together as possessing common characteristics; as, the different classes of society; the educated class; the lower classes."
Classifying,p. pr. & vb. n.,of Classify
Claustrum,n.,A thin lamina of gray matter in each cerebral hemisphere of the brain of man.
Claw,n.,"A slender appendage or process, formed like a claw, as the base of petals of the pink."
Clean,superl.,Free from ceremonial defilement.
Clear,superl.,Not clouded with passion; serene; cheerful.
Clearedness,n.,The quality of being cleared.
Cleave,v. i. ,To adhere closely; to stick; to hold fast; to cling.
Cleistogamic,a.,Alt. of Cleistogamous
Clerical,a.,"Of or relating to a clerk or copyist, or to writing."
Clue,n.,"A lower corner of a square sail, or the after corner of a fore-and-aft sail."
Clientelage,n.,"See Clientele, n., 2."
Climature,n.,A climate.
Clincher-built,a.,See Clinker-built.
Clinkstone,n.,"An igneous rock of feldspathic composition, lamellar in structure, and clinking under the hammer. See Phonolite."
Clipping,n.,The act of embracing.
Clock,n.,"A large beetle, esp. the European dung beetle (Scarabaeus stercorarius)."
Cloisonne,a.,"Inlaid between partitions: -- said of enamel when the lines which divide the different patches of fields are composed of a kind of metal wire secured to the ground; as distinguished from champleve enamel, in which the ground is engraved or scooped out to receive the enamel."
Close,n.,Conclusion; cessation; ending; end.
Closehauled,a.,Under way and moving as nearly as possible toward the direction from which the wind blows; -- said of a sailing vessel.
Cloths,pl. ,of Cloth
Cloud,n.,"A mass or volume of smoke, or flying dust, resembling vapor."
Clough,n.,A sluice used in returning water to a channel after depositing its sediment on the flooded land.
Clownery,n.,Clownishness.
Clubfist,n.,"A large, heavy fist."
Clumsy,superl.,"Without skill or grace; wanting dexterity, nimbleness, or readiness; stiff; awkward, as if benumbed; unwieldy; unhandy; hence; ill-made, misshapen, or inappropriate; as, a clumsy person; a clumsy workman; clumsy fingers; a clumsy gesture; a clumsy excuse."
Clutter,v. i.,To make a confused noise; to bustle.
Coachee,n.,A coachman
Coadunation,n.,"Union, as in one body or mass; unity."
Coal,n.,"A thoroughly charred, and extinguished or still ignited, fragment from wood or other combustible substance; charcoal."
Coal tar,,"A thick, black, tarry liquid, obtained by the distillation of bituminous coal in the manufacture of illuminating gas; used for making printer's ink, black varnish, etc. It is a complex mixture from which many substances have been obtained, especially hydrocarbons of the benzene or aromatic series."
Coast,v. t.,To sail by or near; to follow the coast line of.
Coaxingly,adv.,In a coaxing manner; by coaxing.
Cobbling,p. pr. & vb. n.,of Cobble
Cobwork,a.,"Built of logs, etc., laid horizontally, with the ends dovetailed together at the corners, as in a log house; in marine work, often surrounding a central space filled with stones; as, a cobwork dock or breakwater."
Cochleated,a.,Having the form of a snail shell; spiral; turbinated.
Cockateel,n.,An Australian parrot (Calopsitta Novae-Hollandiae); -- so called from its note.
Cockhorse,a.,Lofty in feeling; exultant; proud; upstart.
Cockpit,n.,"A pit, or inclosed area, for cockfights."
Cocoon,n.,The case of silk made by spiders to protect their eggs.
Codfish,n.,A kind of fish. Same as Cod.
Coelenterata,n. pl.,"A comprehensive group of Invertebrata, mostly marine, comprising the Anthozoa, Hydrozoa, and Ctenophora. The name implies that the stomach and body cavities are one. The group is sometimes enlarged so as to include the sponges."
Coercitive,a.,Coercive.
Coffeeman,n.,One who keeps a coffeehouse.
Cog,n.,A tenon in a scarf joint; a coak.
Cognation,n.,Participation of the same nature.
Cognoscible,a.,Liable to judicial investigation.
Cohesibility,n.,The state of being cohesible.
Coil,v. t.,"To encircle and hold with, or as with, coils."
Coincidently,adv.,With coincidence.
Colaborer,n.,One who labors with another; an associate in labor.
Cold-shut,a.,Closed while too cold to become thoroughly welded; -- said of a forging or casting.
Colic,a.,"Of or pertaining to the colon; as, the colic arteries."
Collaring,p. pr. & vb. n.,of Collar
Collation,v. t.,The act of comparing the copy of any paper with its original to ascertain its conformity.
Collection,n.,A gathering or assemblage of objects or of persons.
Collegiate,a.,"Of or pertaining to a college; as, collegiate studies; a collegiate society."
Collimating,p. p. & vb. n.,of Collimate
Collocutor,n.,One of the speakers in a dialogue.
Collum,n.,Same as Collar.
Colonist,n.,A member or inhabitant of a colony.
Color,v. t.,"To change or alter, as if by dyeing or painting; to give a false appearance to; usually, to give a specious appearance to; to cause to appear attractive; to make plausible; to palliate or excuse; as, the facts were colored by his prejudices."
Colossus,n.,"A statue of gigantic size. The name was especially applied to certain famous statues in antiquity, as the Colossus of Nero in Rome, the Colossus of Apollo at Rhodes."
Columbate,n.,A salt of columbic acid; a niobate. See Columbium.
Columnarity,n.,The state or quality of being columnar.
Comb,n.,"The waxen framework forming the walls of the cells in which bees store their honey, eggs, etc.; honeycomb."
Combination,n.,The act or process of combining or uniting persons and things.
Came,imp.,of Come
Comet,n.,"A member of the solar system which usually moves in an elongated orbit, approaching very near to the sun in its perihelion, and receding to a very great distance from it at its aphelion. A comet commonly consists of three parts: the nucleus, the envelope, or coma, and the tail; but one or more of these parts is frequently wanting. See Illustration in Appendix."
Comforter,n.,"A knit woolen tippet, long and narrow."
Command,v. i.,"To have a view, as from a superior position."
Commatic,a.,Having short clauses or sentences; brief; concise.
Commendation,n.,The act of commending; praise; favorable representation in words; recommendation.
Comment,n.,"A note or observation intended to explain, illustrate, or criticise the meaning of a writing, book, etc.; explanation; annotation; exposition."
Comminuting,p. pr. & vb. n.,of Comminute
Commission,v. t.,"To give a commission to; to furnish with a commission; to empower or authorize; as, to commission persons to perform certain acts; to commission an officer."
Committee,n.,"One or more persons elected or appointed, to whom any matter or business is referred, either by a legislative body, or by a court, or by any collective body of men acting together."
Common,v.,"Belonging to or shared by, affecting or serving, all the members of a class, considered together; general; public; as, properties common to all plants; the common schools; the Book of Common Prayer."
Commonplace,a.,"Common; ordinary; trite; as, a commonplace person, or observation."
Commove,v. t.,To urge; to persuade; to incite.
Communication,n.,Association; company.
Commutator,n.,"A piece of apparatus used for reversing the direction of an electrical current; an attachment to certain electrical machines, by means of which alternating currents are made to be continuous or to have the same direction."
Companiable,a.,Companionable; sociable.
Comparative,a.,"Proceeding from, or by the method of, comparison; as, the comparative sciences; the comparative anatomy."
Compartner,n.,See Copartner.
Compaternity,n.,The relation of a godfather to a person.
Compendious,a.,Containing the substance or general principles of a subject or work in a narrow compass; abridged; summarized.
Competent,a.,Answering to all requirements; adequate; sufficient; suitable; capable; legally qualified; fit.
Complain,v. i.,"To give utterance to expression of grief, pain, censure, regret. etc.; to lament; to murmur; to find fault; -- commonly used with of. Also, to creak or squeak, as a timber or wheel."
Complementary,n.,One skilled in compliments.
Complexly,adv.,In a complex manner; not simply.
Compline,n.,Alt. of Complin
Comportment,n.,Manner of acting; behavior; bearing.
Compositive,a.,Having the quality of entering into composition; compounded.
Compounder,n.,"One who attempts to bring persons or parties to terms of agreement, or to accomplish, ends by compromises."
Compress,n.,"A folded piece of cloth, pledget of lint, etc., used to cover the dressing of wounds, and so placed as, by the aid of a bandage, to make due pressure on any part."
Compromise,v. i.,To agree; to accord.
Compunctionless,a.,Without compunction.
Conacre,n.,"Also used adjectively; as, the conacre system or principle."
Conceal,v. t.,To hide or withdraw from observation; to cover; to cover or keep from sight; to prevent the discovery of; to withhold knowledge of.
Conceive,v. t.,To receive into the womb and begin to breed; to begin the formation of the embryo of.
Concentrically,adv.,In a concentric manner.
Concerned,v. t.,"Disturbed; troubled; solicitous; as, to be much concerned for the safety of a friend."
Concettism,n.,The use of concetti or affected conceits.
Conciator,a.,"The person who weighs and proportions the materials to be made into glass, and who works and tempers them."
Concluded,imp. & p. p.,of Conclude
Concoct,v. t.,"To prepare from crude materials, as food; to invent or prepare by combining different ingredients; as, to concoct a new dish or beverage."
Concordantly,adv.,In a concordant manner.
Concretion,n.,"The process of concreting; the process of uniting or of becoming united, as particles of matter into a mass; solidification."
Concurred,imp. & p. p.,of Concur
Condemn,v. t.,To declare the guilt of; to make manifest the faults or unworthiness of; to convict of guilt.
Condenser,n.,"One who, or that which, condenses."
Conditioning,p. pr. & vb. n.,of Condition
Condonation,n.,The act of condoning or pardoning.
Conduct,n.,"To direct, as the leader in the performance of a musical composition."
Condylome,n.,A wartlike new growth on the outer skin or adjoining mucous membrane.
Confectionary,n.,A confectioner.
Conferee,n.,"One who is conferred with, or who takes part in a conference; as, the conferees on the part of the Senate."
Confessedly,adv.,By confession; without denial.
Confident,n.,See Confidant.
Confirm,v. t.,"To render valid by formal assent; to complete by a necessary sanction; to ratify; as, to confirm the appoinment of an official; the Senate confirms a treaty."
Conflagrant,a.,Burning together in a common flame.
Conform,v. i.,To be in accord or harmony; to comply; to be obedient; to submit; -- with to or with.
Confraternities,pl. ,of Confraternity
Confusion,n.,Overthrow; defeat; ruin.
Congelation,n.,That which is congealed.
Conglobated,imp. & p. p.,of Conglobate
Congratulating,p. pr. & vb. n.,of Congratulate
Congress,n.,"The collective body of senators and representatives of the people of a nation, esp. of a republic, constituting the chief legislative body of the nation."
Conida,pl. ,of Conidium
Conjoined,imp. & p. p.,of Conjoin
Conjugium,n.,The marriage tie.
Conjuror,n.,One bound by a common oath with others.
Connective,n.,A word that connect words or sentences; a conjunction or preposition.
Connote,v. t.,To imply as an attribute.
Conquest,n.,"The act of gaining or regaining by successful struggle; as, the conquest of liberty or peace."
Conscription,n.,A compulsory enrollment of men for military or naval service; a draft.
Consent,v. t.,To grant; to allow; to assent to; to admit.
Conservancy,n.,"Conservation, as from injury, defilement, or irregular use."
Consider,v. t.,To look at attentively; to observe; to examine.
Consign,v. i.,To yield consent; to agree; to acquiesce.
Consistency,n.,"A degree of firmness, density, or spissitude."
Consolatory,a.,Of a consoling or comforting nature.
Consonant,a.,"Of or pertaining to consonants; made up of, or containing many, consonants."
Conspiracies,pl. ,of Conspiracy
Constant,v. t.,Consistent; logical.
Constitute,v. t.,To make up; to compose; to form.
Constrain,v. t.,To compel; to force; to necessitate; to oblige.
Construction,n.,The arrangement and connection of words in a sentence; syntactical arrangement.
Consuetudinal,a.,According to custom; customary; usual.
Consulting,a.,That consults.
Contagion,n.,"The act or means of communicating any influence to the mind or heart; as, the contagion of enthusiasm."
Contek,n.,Contumely; reproach.
Contemporary,a.,"Living, occuring, or existing, at the same time; done in, or belonging to, the same times; contemporaneous."
Content,a.,To satisfy the desires of; to make easy in any situation; to appease or quiet; to gratify; to please.
Contest,v. t.,"To make a subject of dispute, contention, litigation, or emulation; to contend for; to call in question; to controvert; to oppose; to dispute."
Continent,a.,That which contains anything; a receptacle.
Continuant,n.,A continuant sound; a letter whose sound may be prolonged.
Contorted,a.,"Twisted, or twisted together."
Contract,a.,"Contracted; as, a contract verb."
Contradiction,n.,An assertion of the contrary to what has been said or affirmed; denial of the truth of a statement or assertion; contrary declaration; gainsaying.
Contranatural,a.,Opposed to or against nature; unnatural.
Contrast,v. t.,"To set in opposition, or over against, in order to show the differences between, or the comparative excellences and defects of; to compare by difference or contrariety of qualities; as, to contrast the present with the past."
Contributional,a.,"Pertaining to, or furnishing, a contribution."
Controllability,n.,Capability of being controlled; controllableness.
Contumacious,a.,Exhibiting contumacy; contemning authority; obstinate; perverse; stubborn; disobedient.
Convallamarin,n.,"A white, crystalline, poisonous substance, regarded as a glucoside, extracted from the lily of the valley (Convallaria Majalis). Its taste is first bitter, then sweet."
Convent,v. i.,To meet together; to concur.
Conventionary,a.,"Acting under contract; settled by express agreement; as, conventionary tenants."
Conversationist,n.,"One who converses much, or who excels in conversation."
Convert,v. t.,To produce the spiritual change called conversion in (any one); to turn from a bad life to a good one; to change the heart and moral character of (any one) from the controlling power of sin to that of holiness.
Convey,v. t.,"To cause to pass from one place or person to another; to serve as a medium in carrying (anything) from one place or person to another; to transmit; as, air conveys sound; words convey ideas."
Conviction,n.,"The act of convicting; the act of proving, finding, or adjudging, guilty of an offense."
Convocation,n.,"An academical assembly, in which the business of the university is transacted."
Convulsion,n.,"An unnatural, violent, and unvoluntary contraction of the muscular parts of an animal body."
Cookbook,n.,A book of directions and receipts for cooking; a cookery book.
Coolness,n.,"The state of being cool; a moderate degree of cold; a moderate degree, or a want, of passion; want of ardor, zeal, or affection; calmness."
Cooperation,n.,The association of a number of persons for their benefit.
Cop,n.,A tube or quill upon which silk is wound.
Cope,v. t.,To make return for; to requite; to repay.
Copperas,n.,"Green vitriol, or sulphate of iron; a green crystalline substance, of an astringent taste, used in making ink, in dyeing black, as a tonic in medicine, etc. It is made on a large scale by the oxidation of iron pyrites. Called also ferrous sulphate."
Cops,n.,The connecting crook of a harrow.
Copy,n.,Copyhold; tenure; lease.
Coquina,n.,"A soft, whitish, coral-like stone, formed of broken shells and corals, found in the southern United States, and used for roadbeds and for building material, as in the fort at St. Augustine, Florida."
Coralwort,n.,"A cruciferous herb of certain species of Dentaria; -- called also toothwort, tooth violet, or pepper root."
Cordal,n.,Same as Cordelle.
Cordon,n.,"The coping of the scarp wall, which projects beyong the face of the wall a few inches."
Corf,n.,"A wooden frame, sled, or low-wheeled wagon, to convey coal or ore in the mines."
Corkage,n.,The charge made by innkeepers for drawing the cork and taking care of bottles of wine bought elsewhere by a guest.
Cornage,n.,"Anancient tenure of land, which obliged the tenant to give notice of an invasion by blowing a horn."
Cornered,p. a.,In a possition of great difficulty; brought to bay.
Cornification,n.,"Conversion into, or formation of, horn; a becoming like horn."
Cornuto,n.,A man that wears the horns; a cuckold.
Corona,n.,"A crown or circlet suspended from the roof or vaulting of churches, to hold tapers lighted on solemn occasions. It is sometimes formed of double or triple circlets, arranged pyramidically. Called also corona lucis."
Coronoid,a.,"Resembling the beak of a crow; as, the coronoid process of the jaw, or of the ulna."
Corporeally,adv.,In the body; in a bodily form or manner.
Corradiate,v. t.,"To converge to one point or focus, as light or rays."
Correctory,a.,Containing or making correction; corrective.
Correspondently,adv.,In a a corresponding manner; conformably; suitably.
Corroboration,n.,That which corroborates.
Corrump,v. t.,To corrupt. See Corrupt.
Corsage,n.,"The waist or bodice of a lady's dress; as, a low corsage."
Corticous,a.,"Relating to, or resembling, bark; corticose."
Corypheus,n.,"The conductor, chief, or leader of the dramatic chorus; hence, the chief or leader of a party or interest."
Cosmical,a.,Rising or setting with the sun; -- the opposite of acronycal.
Cosmorama,n.,"An exhibition in which a series of views in various parts of the world is seen reflected by mirrors through a series of lenses, with such illumination, etc., as will make the views most closely represent reality."
Costal-nerved,a.,Having the nerves spring from the midrib.
Cosureties,pl. ,of Cosurety
Cotillion,n.,A kind of woolen material for women's skirts.
Cotton,v. i.,To unite; to agree; to make friends; -- usually followed by with.
Couch,v. t.,"To treat by pushing down or displacing the opaque lens with a needle; as, to couch a cataract."
Cougher,n.,One who coughs.
Counseling,p. pr. & vb. n.,of Counsel
Countenancer,n.,"One who countenances, favors, or supports."
Counterbore,n.,"A kind of pin drill with the cutting edge or edges normal to the axis; -- used for enlarging a hole, or for forming a flat-bottomed recess at its mouth."
Countercurrent,n.,A current running in an opposite direction to the main current.
Counterirritation,n.,"See Counter irritant, etc., under Counter, a."
Countermured,imp. & p. p.,of Countermure
Counterproving,p. pr. & vb. n.,of Counterprove
Counterterm,n.,"A term or word which is the opposite of, or antithesis to, another; an antonym; -- the opposite of synonym; as, ""foe"" is the counterterm of ""friend""."
Countries,pl. ,of Country
Couple,a.,That which joins or links two things together; a bond or tie; a coupler.
Courant,p. pr.,A circulating gazette of news; a newspaper.
Courser,n.,One who courses or hunts.
Courter,n.,"One who courts; one who plays the lover, or who solicits in marriage; one who flatters and cajoles."
Courtship,n.,The act of wooing in love; solicitation of woman to marriage.
Covellite,n.,"A native sulphide of copper, occuring in masses of a dark blue color; -- hence called indigo copper."
Cover,v. t.,"To copulate with (a female); to serve; as, a horse covers a mare; -- said of the male."
Covet,v. i.,To have or indulge inordinate desire.
Coward,v. t.,To make timorous; to frighten.
Cowhided,imp. & p. p.,of Cowhide
Cow's lungwort,,Mullein.
Coypu,n.,"A South American rodent (Myopotamus coypus), allied to the beaver. It produces a valuable fur called nutria."
Crabbing,n.,The act or art of catching crabs.
Crack,n.,A boast; boasting.
Cradle,n.,"Infancy, or very early life."
Craftsmaster,n.,One skilled in his craft or trade; one of superior cunning.
Cram,n.,A warp having more than two threads passing through each dent or split of the reed.
Cranage,n.,The money or price paid for the use of a crane.
Craniota,n. pl.,"A comprehensive division of the Vertebrata, including all those that have a skull."
Crannied,imp. & p. p.,of Cranny
Crash,n.,"Ruin; failure; sudden breaking down, as of a business house or a commercial enterprise."
Craving,p pr. & vb. n.,of Crave
Crayon,n.,A crayon drawing.
Creaking,n.,"A harsh grating or squeaking sound, or the act of making such a sound."
Creased,imp. & p. p.,of Crease
Creature,n.,"Anything created; anything not self-existent; especially, any being created with life; an animal; a man."
Credit,n.,"A ground of, or title to, belief or confidence; authority derived from character or reputation."
Creek,n.,"A small inlet or bay, narrower and extending further into the land than a cove; a recess in the shore of the sea, or of a river."
Creephole,n.,"A hole or retreat into which an animal may creep, to escape notice or danger."
Crenation,n.,A rounded tooth on the edge of a leaf.
Crepe,n.,Same as Crape.
Crescent,v. t.,"To form into a crescent, or something resembling a crescent."
Cresting,n.,An ornamental finish on the top of a wall or ridge of a roof.
Crew,n.,"The company of seamen who man a ship, vessel, or at; the company belonging to a vessel or a boat."
Cribble,n.,A coarse sieve or screen.
Criminal,a.,Guilty of crime or sin.
Crimper,n.,"One who, or that which, crimps"
Crinicultural,a.,Relating to the growth of hair.
Crippler,n.,A wooden tool used in graining leather.
Crissal,a.,"Having highly colored under tail coverts; as, the crissal thrasher."
Criticisable,a.,Capable of being criticised.
Croche,n.,A little bud or knob at the top of a deer's antler.
Croconate,n.,A salt formed by the union of croconic acid with a base.
Croodle,v. i.,"To cower or cuddle together, as from fear or cold; to lie close and snug together, as pigs in straw."
Croon,n.,"A low, continued moan; a murmur."
Cro-quette,n.,"A ball of minced meat, fowl, rice, or other ingredients, highly seasoned, and fried."
Cross,v. t.,"To cancel by marking crosses on or over, or drawing a line across; to erase; -- usually with out, off, or over; as, to cross out a name."
Cross-days,n. pl.,The three days preceding the Feast of the Ascension.
Crossopterygian,n.,One of the Crossopterygii.
Crotalaria,n.,A genus of leguminous plants; rattlebox.
Crouch,v. i.,To bend servilely; to stoop meanly; to fawn; to cringe.
Crowberry,n.,"A heathlike plant of the genus Empetrum, and its fruit, a black, scarcely edible berry; -- also called crakeberry."
Crown,n.,The part of a hat above the brim.
Crownpiece,n.,"A coin [In sense (b) properly crown piece.] See Crown, 19."
Crucible,n.,"A vessel or melting pot, composed of some very refractory substance, as clay, graphite, platinum, and used for melting and calcining substances which require a strong degree of heat, as metals, ores, etc."
Crudity,n.,"That which is in a crude or undigested state; hence, superficial, undigested views, not reduced to order or form."
Crumbed,imp. & p. p.,of Crumb
Cruorin,n.,The coloring matter of the blood in the living animal; haemoglobin.
Crush,n.,"Violent pressure, as of a crowd; a crowd which produced uncomfortable pressure; as, a crush at a peception."
Crusted,a.,"Incrusted; covered with, or containing, crust; as, old, crusted port wine."
Cry,v. i.,"A loud utterance; especially, the inarticulate sound produced by one of the lower animals; as, the cry of hounds; the cry of wolves."
Cryptogamic,a.,Alt. of Cryptogamous
Crystallized,imp. & p. p.,of Crystallize
Cub,n.,"A young animal, esp. the young of the bear."
Cubicular,a.,Belonging to a chamber or bedroom.
Cuckoopint,n.,A plant of the genus Arum (A. maculatum); the European wake-robin.
Cuddy,n.,The coalfish (Pollachius carbonarius).
Cuirass,n.,"An armor of bony plates, somewhat resembling a cuirass."
Cullis,n.,"A strong broth of meat, strained and made clear for invalids; also, a savory jelly."
Culpon,n.,A shred; a fragment; a strip of wood.
Culture,n.,The state of being cultivated; result of cultivation; physical improvement; enlightenment and discipline acquired by mental and moral training; civilization; refinement in manners and taste.
Cumbrous,a.,Giving trouble; vexatious.
Cunctator,n.,One who delays or lingers.
Cup,n.,"Anything shaped like a cup; as, the cup of an acorn, or of a flower."
Cupreous,a.,Consisting of copper or resembling copper; coppery.
Curatorship,n.,The office of a curator.
Curdle,v. i.,To thicken; to congeal.
Curia,n.,The place where the meetings of the senate were held; the senate house.
Curl,n.,"To deck with, or as with, curls; to ornament."
Currency,n.,Current value; general estimation; the rate at which anything is generally valued.
Cursed,imp. & p. p.,of Curse
Curst,,imp. & p. p. of Curse.
Curtilage,n.,"A yard, courtyard, or piece of ground, included within the fence surrounding a dwelling house."
Curvicaudate,a.,Having a curved or crooked tail.
Cusk,n.,"A large, edible, marine fish (Brosmius brosme), allied to the cod, common on the northern coasts of Europe and America; -- called also tusk and torsk."
Custom,v. t.,To make familiar; to accustom.
Cut,v. t.,"To form or shape by cutting; to make by incision, hewing, etc.; to carve; to hew out."
Cutchery,n.,A hindoo hall of justice.
Cutter,n.,"A small, light one-horse sleigh."
Cuvette,n.,"A small vessel with at least two flat and transparent sides, used to hold a liquid sample to be analysed in the light path of a spectrometer."
Cyclamen,n.,"A genus of plants of the Primrose family, having depressed rounded corms, and pretty nodding flowers with the petals so reflexed as to point upwards, whence it is called rabbits' ears. It is also called sow bread, because hogs are said to eat the corms."
Cyclometry,n.,The art of measuring circles.
Cylinder,n.,The revolving platen or bed which produces the impression or carries the type in a cylinder press.
Cymophanous,a.,"Having a wavy, floating light; opalescent; chatoyant."
Cyphonautes,n.,"The free-swimming, bivalve larva of certain Bryozoa."
Cyst,n.,"One of the bladders or air vessels of certain algae, as of the great kelp of the Pacific, and common rockweeds (Fuci) of our shores."
Cytococcus,n.,The nucleus of the cytula or parent cell.
Dabb,n.,"A large, spine-tailed lizard (Uromastix spinipes), found in Egypt, Arabia, and Palestine; -- called also dhobb, and dhabb."
Dactylioglyphi,n.,The art or process of gem engraving.
Daemon,a.,Alt. of Daemonic
Dagos,pl. ,of Dago
Daintifying,p. pr. & vb. n.,of Daintify
Dakir,n.,"A measure of certain commodities by number, usually ten or twelve, but sometimes twenty; as, a daker of hides consisted of ten skins; a daker of gloves of ten pairs."
Dam,n.,A kind or crowned piece in the game of draughts.
Damaskeen,v.,Alt. of Damasken
Damnation,n.,A sin deserving of everlasting punishment.
Damp off,,To decay and perish through excessive moisture.
Dandified,imp. & p. p.,of Dandify
Danger,n.,"Exposure to injury, loss, pain, or other evil; peril; risk; insecurity."
Danubian,a.,"Pertaining to, or bordering on, the river Danube."
Dare,n.,The quality of daring; venturesomeness; boldness; dash.
Darken,a.,To cast a gloom upon.
Daroo,n.,The Egyptian sycamore (Ficus Sycamorus). See Sycamore.
Dashed,imp. & p. p.,of Dash
Dastard,v. t.,To dastardize.
Datiscin,n.,A white crystalline glucoside extracted from the bastard hemp (Datisca cannabina).
Daubreelite,n.,A sulphide of chromium observed in some meteoric irons.
Daw,n.,"A European bird of the Crow family (Corvus monedula), often nesting in church towers and ruins; a jackdaw."
Daydreamer,n.,One given to daydreams.
Dazzlingly,adv.,In a dazzling manner.
Dead beat,,"See Beat, n., 7."
Deads,n. pl.,The substances which inclose the ore on every side.
Deal,v. i.,"To make distribution; to share out in portions, as cards to the players."
Dear,n.,A dear one; lover; sweetheart.
Deathblow,n.,A mortal or crushing blow; a stroke or event which kills or destroys.
Debarment,n.,Hindrance from approach; exclusion.
Debauchedness,n.,The state of being debauched; intemperance.
Debonair,a.,"Characterized by courteousness, affability, or gentleness; of good appearance and manners; graceful; complaisant."
Decachordon,n.,Something consisting of ten parts.
Decameter,n.,Alt. of Decametre
Decarbonate,v. t.,To deprive of carbonic acid.
Decedent,a.,Removing; departing.
Decemviral,a.,Pertaining to the decemvirs in Rome.
Deceptiveness,n.,The power or habit of deceiving; tendency or aptness to deceive.
Deciduity,n.,Deciduousness.
Decine,n.,"One of the higher hydrocarbons, C10H15, of the acetylene series; -- called also decenylene."
Deckel,n.,Same as Deckle.
Declare,v. t.,To make known by language; to communicate or manifest explicitly and plainly in any way; to exhibit; to publish; to proclaim; to announce.
Decline,v. i.,"To bend, or lean downward; to take a downward direction; to bend over or hang down, as from weakness, weariness, despondency, etc.; to condescend."
Decollate,v. t.,To sever from the neck; to behead; to decapitate.
Decompoundable,a.,Capable of being decompounded.
Decoy-men,pl. ,of Decoy-man
Decrepitation,n.,"The act of decrepitating; a crackling noise, such as salt makes when roasting."
Decumbently,adv.,In a decumbent posture.
Dedalian,a.,See Daedalian.
Deducible,a.,"Capable of being deduced or inferred; derivable by reasoning, as a result or consequence."
Deedy,a.,Industrious; active.
Deeply,adv.,Very; with a tendency to darkness of color.
De facto,,"Actually; in fact; in reality; as, a king de facto, -- distinguished from a king de jure, or by right."
Default,v. i.,To fail in duty; to offend.
Defecation,n.,"The act of separating from impurities, as lees or dregs; purification."
Defensative,n.,That which serves to protect or defend.
Deferent,a.,Serving to carry; bearing.
Defiling,p. pr. & vb. n.,of Defile
Definition,n.,"Act of ascertaining and explaining the signification; a description of a thing by its properties; an explanation of the meaning of a word or term; as, the definition of ""circle;"" the definition of ""wit;"" an exact definition; a loose definition."
Deflection,n.,A deviation of the rays of light toward the surface of an opaque body; inflection; diffraction.
Deforce,v.,"To resist the execution of the law; to oppose by force, as an officer in the execution of his duty."
Defray,v. t.,"To avert or appease, as by paying off; to satisfy; as, to defray wrath."
Degenerateness,n.,Degeneracy.
Degraded,a.,Having steps; -- said of a cross each of whose extremities finishes in steps growing larger as they leave the center; -- termed also on degrees.
Dehortation,n.,Dissuasion; advice against something.
Deignous,a.,Haughty; disdainful.
Dejection,n.,Lowness of spirits occasioned by grief or misfortune; mental depression; melancholy.
Delating,p. pr. & vb. n.,of Delate
Delectus,n.,A name given to an elementary book for learners of Latin or Greek.
Delibate,v. t.,To taste; to take a sip of; to dabble in.
Delicate,a.,Addicted to pleasure; luxurious; voluptuous; alluring.
